Player,Season,Y/R,Y/Tgt,Succ%
Zach Pascal,2018,9.90,5.80,47.80
Zach Pascal,2019,14.80,8.40,50.00
Zach Pascal,2020,14.30,8.90,54.90
Zach Pascal,2021,10.10,5.60,37.70
Zach Pascal,2022,10.00,7.90,63.20
Zach Pascal,2023,4.80,1.30,20.00
Zach Pascal,2024,,,
