Player,Season,Y/R,Y/Tgt,Succ%
Scott Miller,2019,15.40,7.70,34.60
Scott Miller,2020,15.20,9.50,45.30
Scott Miller,2021,7.60,4.20,33.30
Scott Miller,2022,8.00,4.60,47.50
Scott Miller,2023,14.60,10.10,50.00
Scott Miller,2024,13.80,7.70,55.60
