Player,Season,Y/R,Y/Tgt,Succ%
Adam Thielen,2014,17.10,10.50,53.80
Adam Thielen,2015,12.00,8.00,38.90
Adam Thielen,2016,14.00,10.50,60.90
Adam Thielen,2017,14.00,9.00,52.80
Adam Thielen,2018,12.20,9.00,64.10
Adam Thielen,2019,13.90,8.70,52.10
Adam Thielen,2020,12.50,8.60,62.00
Adam Thielen,2021,10.80,7.60,50.50
Adam Thielen,2022,10.20,6.70,49.50
Adam Thielen,2023,9.80,7.40,58.40
Adam Thielen,2024,12.80,9.90,58.10
