Player,Season,Y/R,Y/Tgt,Succ%
Mecole Hardman,2019,20.70,13.10,58.50
Mecole Hardman,2020,13.70,9.00,54.80
Mecole Hardman,2021,11.70,8.30,60.20
Mecole Hardman,2022,11.90,8.70,61.80
Mecole Hardman,2023,7.57,4.27,45.23
Mecole Hardman,2024,7.50,6.40,57.10
