Player,Season,Y/R,Y/Tgt,Succ%
DJ Moore,2018,14.30,9.60,53.70
DJ Moore,2019,13.50,8.70,58.50
DJ Moore,2020,18.10,10.10,52.50
DJ Moore,2021,12.40,7.10,47.90
DJ Moore,2022,14.10,7.50,43.20
DJ Moore,2023,14.20,10.00,59.60
DJ Moore,2024,9.90,6.90,47.10
