Player,Season,Y/R,Y/Tgt,Succ%
Olamide Zaccheaus,2019,38.30,23.00,60.00
Olamide Zaccheaus,2020,13.70,8.60,56.30
Olamide Zaccheaus,2021,13.10,7.70,49.10
Olamide Zaccheaus,2022,13.30,8.70,52.50
Olamide Zaccheaus,2023,16.40,8.20,50.00
Olamide Zaccheaus,2024,11.20,7.90,51.60
