Player,Season,Y/R,Y/Tgt,Succ%
Trent Sherfield,2018,11.10,7.50,57.10
Trent Sherfield,2019,20.00,6.20,30.80
Trent Sherfield,2020,10.00,7.10,28.60
Trent Sherfield,2021,9.70,4.40,40.00
Trent Sherfield,2022,13.90,8.20,45.10
Trent Sherfield,2023,7.80,3.90,40.90
Trent Sherfield,2024,10.40,9.20,88.90
