Player,Season,Comb,Solo,Ast
Isaiah Wynn,2019,0.00,0.00,0.00
Isaiah Wynn,2020,0.00,0.00,0.00
Isaiah Wynn,2021,1.00,1.00,0.00
Isaiah Wynn,2022,1.00,1.00,0.00
Isaiah Wynn,2023,0.00,0.00,0.00
Isaiah Wynn,2024,0.00,0.00,0.00
