Player,Season,Comb,Solo,Ast
Quenton Nelson,2018,0.00,0.00,0.00
Quenton Nelson,2019,0.00,0.00,0.00
Quenton Nelson,2020,0.00,0.00,0.00
Quenton Nelson,2021,1.00,1.00,0.00
Quenton Nelson,2022,1.00,0.00,1.00
Quenton Nelson,2023,0.00,0.00,0.00
Quenton Nelson,2024,0.00,0.00,0.00
