Player,Season,Comb,Solo,Ast
Brian O'Neill,2018,0.00,0.00,0.00
Brian O'Neill,2019,0.00,0.00,0.00
Brian O'Neill,2020,0.00,0.00,0.00
Brian O'Neill,2021,1.00,1.00,0.00
Brian O'Neill,2022,0.00,0.00,0.00
Brian O'Neill,2023,0.00,0.00,0.00
Brian O'Neill,2024,0.00,0.00,0.00
