Player,Season,Comb,Solo,Ast
Tytus Howard,2019,0.00,0.00,0.00
Tytus Howard,2020,0.00,0.00,0.00
Tytus Howard,2021,0.00,0.00,0.00
Tytus Howard,2022,0.00,0.00,0.00
Tytus Howard,2023,0.00,0.00,0.00
Tytus Howard,2024,0.00,0.00,0.00
