Player,Season Group,PD,Comb,Solo,Ast
Andrew Wingard,Group1,2.00,56.00,38.00,18.00
Andrew Wingard,Group2,2.33,32.33,23.33,9.00
Andrew Wingard,Difference,0.33,-23.67,-14.67,-9.00
