Player,Season Group,PD,Comb,Solo,Ast
Darnell Savage,Group1,8.67,64.33,48.67,15.67
Darnell Savage,Group2,4.00,53.33,39.67,13.67
Darnell Savage,Difference,-4.67,-11.00,-9.00,-2.00
