Player,Season Group,PD,Comb,Solo,Ast
Keisean Nixon,Group1,0.33,12.67,9.33,3.33
Keisean Nixon,Group2,5.00,63.67,46.00,17.67
Keisean Nixon,Difference,1400.00,402.63,392.86,430.00
