Player,Season,Y/A,Y/R,Succ%,1D
Miles Sanders,2019,4.60,10.20,44.70,30.00
Miles Sanders,2020,5.30,7.00,54.90,39.00
Miles Sanders,2021,5.50,6.10,59.10,33.00
Miles Sanders,2022,4.90,3.90,56.80,62.00
Miles Sanders,2023,3.30,5.70,40.30,24.00
Miles Sanders,2024,3.70,6.20,45.50,12.00
