Player,Season,Y/A,Y/R,Succ%,1D
Joe Mixon,2017,3.50,9.60,41.00,39.00
Joe Mixon,2018,4.90,6.90,48.50,60.00
Joe Mixon,2019,4.10,8.20,45.30,56.00
Joe Mixon,2020,3.60,6.60,46.20,20.00
Joe Mixon,2021,4.10,7.50,49.70,60.00
Joe Mixon,2022,3.90,7.40,52.40,47.00
Joe Mixon,2023,4.00,7.20,49.40,59.00
Joe Mixon,2024,4.10,8.60,42.40,52.00
