Player,Season Group,PD,Comb,Solo,Ast
Marlon Humphrey,Group1,12.67,68.33,55.67,12.67
Marlon Humphrey,Group2,9.00,54.67,41.67,13.00
Marlon Humphrey,Difference,-28.95,-20.00,-25.15,2.63
