Player,Season Group,Y/R,Y/Tgt,Succ%
Hayden Hurst,Group1,10.10,7.50,59.47
Hayden Hurst,Group2,9.10,5.83,49.07
Hayden Hurst,Difference,-9.90,-22.22,-17.49
