Player,Season,Y/R,Y/Tgt,Succ%
Diontae Johnson,2019,11.50,7.40,48.90
Diontae Johnson,2020,10.50,6.40,47.20
Diontae Johnson,2021,10.90,6.90,47.30
Diontae Johnson,2022,10.30,6.00,49.00
Diontae Johnson,2023,14.10,8.20,52.90
Diontae Johnson,2024,8.82,4.00,30.50
