Player,Season,Y/R,Y/Tgt,Succ%
Marquez Valdes-Scantling,2018,15.30,8.00,43.80
Marquez Valdes-Scantling,2019,17.40,8.10,32.10
Marquez Valdes-Scantling,2020,20.90,11.00,49.20
Marquez Valdes-Scantling,2021,16.50,7.80,38.20
Marquez Valdes-Scantling,2022,16.40,8.50,48.10
Marquez Valdes-Scantling,2023,15.00,7.50,40.50
Marquez Valdes-Scantling,2024,19.07,7.73,32.87
