Player,Season,Y/R,Y/Tgt,Succ%
Mike Evans,2014,15.50,8.60,46.70
Mike Evans,2015,16.30,8.10,48.00
Mike Evans,2016,13.80,7.60,53.20
Mike Evans,2017,14.10,7.40,50.00
Mike Evans,2018,17.70,11.00,61.60
Mike Evans,2019,17.30,9.80,55.10
Mike Evans,2020,14.40,9.20,58.70
Mike Evans,2021,14.00,9.10,59.60
Mike Evans,2022,14.60,8.90,54.30
Mike Evans,2023,15.90,9.20,53.70
Mike Evans,2024,13.60,9.10,62.70
