Player,Season,Y/R,Y/Tgt,Succ%
Amari Cooper,2015,14.90,8.20,47.70
Amari Cooper,2016,13.90,8.70,46.20
Amari Cooper,2017,14.20,7.10,39.60
Amari Cooper,2018,13.27,9.30,63.60
Amari Cooper,2019,15.10,10.00,63.00
Amari Cooper,2020,12.10,8.60,63.10
Amari Cooper,2021,12.70,8.30,53.80
Amari Cooper,2022,14.90,8.80,53.00
Amari Cooper,2023,17.40,9.80,53.10
Amari Cooper,2024,12.57,6.80,43.77
