Player,Season,Y/R,Y/Tgt,Succ%
Keenan Allen,2013,14.70,10.00,61.90
Keenan Allen,2014,10.20,6.50,49.60
Keenan Allen,2015,10.80,8.10,62.90
Keenan Allen,2016,10.50,9.00,0.00
Keenan Allen,2017,13.70,8.80,55.30
Keenan Allen,2018,12.30,8.80,63.20
Keenan Allen,2019,11.50,8.00,59.10
Keenan Allen,2020,9.90,6.70,53.70
Keenan Allen,2021,10.70,7.20,54.10
Keenan Allen,2022,11.40,8.40,56.20
Keenan Allen,2023,11.50,8.30,58.70
Keenan Allen,2024,10.60,6.10,47.10
