Player,Season,Y/R,Y/Tgt,Succ%
Darius Slayton,2019,15.40,8.80,48.80
Darius Slayton,2020,15.00,7.80,49.00
Darius Slayton,2021,13.00,5.80,31.00
Darius Slayton,2022,15.70,10.20,57.70
Darius Slayton,2023,15.40,9.70,49.40
Darius Slayton,2024,14.70,8.10,50.70
