Player,Season,Y/R,Y/Tgt,Succ%
Allen Lazard,2018,7.00,7.00,100.00
Allen Lazard,2019,13.60,9.20,59.60
Allen Lazard,2020,13.70,9.80,69.60
Allen Lazard,2021,12.80,8.60,60.00
Allen Lazard,2022,13.10,7.90,55.00
Allen Lazard,2023,13.50,6.30,40.80
Allen Lazard,2024,14.30,8.80,58.30
