Player,Season,Y/R,Y/Tgt,Succ%
DeVante Adams,2014,11.70,6.80,48.50
DeVante Adams,2015,9.70,5.10,45.70
DeVante Adams,2016,13.30,8.20,48.80
DeVante Adams,2017,12.00,7.60,54.70
DeVante Adams,2018,12.50,8.20,53.30
DeVante Adams,2019,12.00,7.90,57.50
DeVante Adams,2020,11.90,9.20,65.10
DeVante Adams,2021,12.60,9.20,59.80
DeVante Adams,2022,15.20,8.40,46.10
DeVante Adams,2023,11.10,6.50,48.60
DeVante Adams,2024,12.27,7.57,48.10
