Player,Season Group,PD,Comb,Solo,Ast
Dante Fowler,Group1,2.67,39.00,24.33,14.67
Dante Fowler,Group2,2.00,26.33,18.33,8.00
Dante Fowler,Difference,-25.00,-32.48,-24.66,-45.45
