Player,Season Group,PD,Comb,Solo,Ast
Fred Warner,Group1,6.33,126.67,82.33,44.33
Fred Warner,Group2,9.33,131.00,79.00,52.00
Fred Warner,Difference,47.37,3.42,-4.05,17.29
