Player,Season,PD,Comb,Solo,Ast
Frankie Luvu,2018,1.00,22.00,17.00,5.00
Frankie Luvu,2019,0.00,12.00,10.00,2.00
Frankie Luvu,2020,1.00,25.00,17.00,8.00
Frankie Luvu,2021,1.00,43.00,26.00,17.00
Frankie Luvu,2022,4.00,111.00,76.00,35.00
Frankie Luvu,2023,5.00,125.00,66.00,59.00
Frankie Luvu,2024,7.00,99.00,54.00,45.00
