Player,Season Group,PD,Comb,Solo,Ast
Jarran Reed,Group1,1.00,36.00,17.67,18.33
Jarran Reed,Group2,1.33,50.33,25.67,24.67
Jarran Reed,Difference,33.33,39.81,45.28,34.55
