Player,Season Group,PD,Comb,Solo,Ast
Chris Jones,Group1,4.33,33.00,21.33,11.67
Chris Jones,Group2,2.67,37.00,23.00,14.00
Chris Jones,Difference,-1.67,4.00,1.67,2.33
