Player,Season Group,PD,Comb,Solo,Ast
John Franklin-Myers,Group1,1.00,21.33,10.33,11.00
John Franklin-Myers,Group2,1.33,37.00,16.33,20.67
John Franklin-Myers,Difference,0.33,15.67,6.00,9.67
