Player,Season Group,Y/R,Y/Tgt,Succ%
DeAndre Carter,Group1,11.67,7.43,53.27
DeAndre Carter,Group2,9.83,6.33,39.37
DeAndre Carter,Difference,-1.83,-1.10,-13.90
