Player,Season Group,Y/R,Y/Tgt,Succ%
DK Metcalf,Group1,14.70,8.87,52.73
DK Metcalf,Group2,14.50,8.67,50.00
DK Metcalf,Difference,-0.20,-0.20,-2.73
