Player,Season Group,Y/R,Y/Tgt,Succ%
Mecole Hardman,Group1,15.37,10.13,57.83
Mecole Hardman,Group2,8.99,6.46,54.71
Mecole Hardman,Difference,-6.38,-3.68,-3.12
