Player,Season,Y/R,Y/Tgt,Succ%
Zach Ertz,2013,13.00,8.20,50.90
Zach Ertz,2014,12.10,7.90,58.40
Zach Ertz,2015,11.40,7.60,51.80
Zach Ertz,2016,10.50,7.70,57.50
Zach Ertz,2017,11.10,7.50,56.40
Zach Ertz,2018,10.00,7.50,57.10
Zach Ertz,2019,10.40,6.80,56.30
Zach Ertz,2020,9.30,4.70,38.90
Zach Ertz,2021,10.37,6.67,49.03
Zach Ertz,2022,8.60,5.90,55.10
Zach Ertz,2023,6.90,4.30,41.90
Zach Ertz,2024,9.90,7.20,63.70
