Player,Season,Y/R,Y/Tgt,Succ%
Noah Fant,2019,14.10,8.50,42.40
Noah Fant,2020,10.90,7.20,51.60
Noah Fant,2021,9.90,7.40,47.80
Noah Fant,2022,9.70,7.70,54.00
Noah Fant,2023,12.90,9.60,60.50
Noah Fant,2024,10.40,7.80,57.80
