Player,Season,Y/R,Y/Tgt,Succ%
Mike Gesicki,2018,9.20,6.30,46.90
Mike Gesicki,2019,11.20,6.40,44.90
Mike Gesicki,2020,13.30,8.30,57.60
Mike Gesicki,2021,10.70,7.00,53.60
Mike Gesicki,2022,11.30,7.00,48.10
Mike Gesicki,2023,8.40,5.40,44.40
Mike Gesicki,2024,10.20,8.00,62.70
