Player,Season,Y/R,Y/Tgt,Succ%
Dallas Goedert,2018,10.10,7.60,59.10
Dallas Goedert,2019,10.50,7.00,57.50
Dallas Goedert,2020,11.40,8.10,60.00
Dallas Goedert,2021,14.80,10.90,68.40
Dallas Goedert,2022,12.80,10.20,69.60
Dallas Goedert,2023,10.00,7.10,60.20
Dallas Goedert,2024,11.80,9.50,55.80
