Player,Season,Y/R,Y/Tgt,Succ%
Travis Kelce,2013,,,
Travis Kelce,2014,12.90,9.90,69.00
Travis Kelce,2015,12.20,8.50,55.30
Travis Kelce,2016,13.20,9.60,63.20
Travis Kelce,2017,12.50,8.50,54.10
Travis Kelce,2018,13.00,8.90,62.70
Travis Kelce,2019,12.70,9.00,64.00
Travis Kelce,2020,13.50,9.80,66.20
Travis Kelce,2021,12.20,8.40,60.40
Travis Kelce,2022,12.20,8.80,63.20
Travis Kelce,2023,10.60,8.10,62.00
Travis Kelce,2024,8.50,6.20,60.20
