Player,Season,Y/R,Y/Tgt,Succ%
Austin Hooper,2016,14.30,10.00,59.30
Austin Hooper,2017,10.70,8.10,49.20
Austin Hooper,2018,9.30,7.50,59.10
Austin Hooper,2019,10.50,8.10,61.90
Austin Hooper,2020,9.50,6.20,51.40
Austin Hooper,2021,9.10,5.70,55.70
Austin Hooper,2022,10.80,7.40,60.00
Austin Hooper,2023,9.40,7.50,61.30
Austin Hooper,2024,10.60,8.10,62.70
