Player,Season,Y/A,Y/R,Succ%,1D
Kareem Hunt,2017,4.90,8.60,43.80,63.00
Kareem Hunt,2018,4.60,14.50,51.90,46.00
Kareem Hunt,2019,4.20,7.70,53.50,8.00
Kareem Hunt,2020,4.20,8.00,48.00,44.00
Kareem Hunt,2021,4.90,7.90,47.40,22.00
Kareem Hunt,2022,3.80,6.00,48.00,30.00
Kareem Hunt,2023,3.00,5.60,45.90,38.00
Kareem Hunt,2024,3.60,7.70,55.50,42.00
