Player,Season,PD,Comb,Solo,Ast
Charvarius Ward,2018,3.00,30.00,26.00,4.00
Charvarius Ward,2019,10.00,74.00,56.00,18.00
Charvarius Ward,2020,6.00,51.00,38.00,13.00
Charvarius Ward,2021,10.00,67.00,48.00,19.00
Charvarius Ward,2022,11.00,87.00,59.00,28.00
Charvarius Ward,2023,23.00,72.00,56.00,16.00
Charvarius Ward,2024,7.00,54.00,38.00,16.00
