Player,Season,PD,Comb,Solo,Ast
Isaac Yiadom,2018,3.00,20.00,17.00,3.00
Isaac Yiadom,2019,4.00,43.00,32.00,11.00
Isaac Yiadom,2020,5.00,46.00,29.00,17.00
Isaac Yiadom,2021,0.00,10.00,9.00,1.00
Isaac Yiadom,2022,0.00,1.33,0.67,0.67
Isaac Yiadom,2023,14.00,37.00,25.00,12.00
Isaac Yiadom,2024,6.00,46.00,38.00,8.00
