Player,Season Group,PD,Comb,Solo,Ast
Jourdan Lewis,Group1,6.33,57.00,41.67,15.33
Jourdan Lewis,Group2,4.67,49.67,30.67,19.00
Jourdan Lewis,Difference,-1.67,-7.33,-11.00,3.67
