Player,Season Group,PD,Comb,Solo,Ast
Rock Ya-Sin,Group1,6.67,46.00,39.00,7.00
Rock Ya-Sin,Group2,3.67,20.33,16.33,4.00
Rock Ya-Sin,Difference,-45.00,-55.80,-58.12,-42.86
