Player,Season Group,Y/R,Y/Tgt,Succ%
Zach Ertz,Group1,10.02,6.06,48.08
Zach Ertz,Group2,8.47,5.80,53.57
Zach Ertz,Difference,-1.56,-0.26,5.49
