Player,Season Group,PD,Comb,Solo,Ast
DaQuan Jones,Group1,1.00,43.00,23.00,20.00
DaQuan Jones,Group2,0.33,25.67,13.67,12.00
DaQuan Jones,Difference,-0.67,-17.33,-9.33,-8.00
