Player,Season Group,PD,Comb,Solo,Ast
Trey Hendrickson,Group1,0.33,26.00,18.00,8.00
Trey Hendrickson,Group2,4.00,40.33,27.67,12.67
Trey Hendrickson,Difference,3.67,14.33,9.67,4.67
