Player,Season Group,PD,Comb,Solo,Ast
Myles Garrett,Group1,1.67,42.67,28.67,14.00
Myles Garrett,Group2,2.67,49.67,36.67,13.00
Myles Garrett,Difference,1.00,7.00,8.00,-1.00
