Player,Season Group,PD,Comb,Solo,Ast
Charles Omenihu,Group1,1.56,13.78,9.44,4.33
Charles Omenihu,Group2,1.00,18.00,9.67,8.33
Charles Omenihu,Difference,-0.56,4.22,0.22,4.00
