Player,Season Group,PD,Comb,Solo,Ast
Maxx Crosby,Group1,4.00,47.33,30.67,16.67
Maxx Crosby,Group2,3.67,74.67,47.00,27.67
Maxx Crosby,Difference,-0.33,27.33,16.33,11.00
