Player,Season,Y/R,Y/Tgt,Succ%
Geoff Swaim,2015,0.00,0.00,0.00
Geoff Swaim,2016,11.50,8.60,50.00
Geoff Swaim,2017,12.50,12.50,100.00
Geoff Swaim,2018,9.30,7.60,46.90
Geoff Swaim,2019,5.00,3.80,23.50
Geoff Swaim,2020,9.20,6.90,58.30
Geoff Swaim,2021,6.80,5.30,52.50
Geoff Swaim,2022,4.80,3.60,37.50
Geoff Swaim,2023,9.40,8.50,72.70
Geoff Swaim,2024,7.00,7.00,100.00
