Player,Season,Y/R,Y/Tgt,Succ%
Durham Smythe,2018,8.30,4.50,54.50
Durham Smythe,2019,9.30,4.60,35.70
Durham Smythe,2020,8.00,7.20,75.90
Durham Smythe,2021,10.50,8.70,65.90
Durham Smythe,2022,8.60,6.50,55.00
Durham Smythe,2023,10.50,8.50,72.10
Durham Smythe,2024,5.90,3.10,35.30
