Player,Season,Y/R,Y/Tgt,Succ%
Anthony Firkser,2018,11.80,11.30,75.00
Anthony Firkser,2019,14.60,8.50,41.70
Anthony Firkser,2020,9.90,7.30,58.50
Anthony Firkser,2021,8.60,6.80,55.80
Anthony Firkser,2022,11.10,7.70,38.50
Anthony Firkser,2023,,,
Anthony Firkser,2024,,,
