Player,Season,Y/R,Y/Tgt,Succ%
Evan Engram,2017,11.30,6.30,44.30
Evan Engram,2018,12.80,9.00,43.80
Evan Engram,2019,10.60,6.90,41.20
Evan Engram,2020,10.40,6.00,38.50
Evan Engram,2021,8.90,5.60,41.10
Evan Engram,2022,10.50,7.80,55.10
Evan Engram,2023,8.40,6.70,53.10
Evan Engram,2024,7.80,5.70,45.30
