Player,Season,Y/R,Y/Tgt,Succ%
Tanner Hudson,2019,13.00,5.20,20.00
Tanner Hudson,2020,13.70,5.90,42.90
Tanner Hudson,2021,,,
Tanner Hudson,2022,13.20,8.80,60.00
Tanner Hudson,2023,9.00,7.00,58.00
Tanner Hudson,2024,8.10,6.70,65.20
