Player,Season,Y/R,Y/Tgt,Succ%
David Njoku,2017,12.10,6.40,38.30
David Njoku,2018,11.40,7.30,45.50
David Njoku,2019,8.20,4.10,30.00
David Njoku,2020,11.20,7.30,58.60
David Njoku,2021,13.20,9.00,56.60
David Njoku,2022,10.80,7.90,61.30
David Njoku,2023,10.90,7.20,43.90
David Njoku,2024,7.90,5.20,39.20
