Player,Season,Y/R,Y/Tgt,Succ%
Mark Andrews,2018,16.20,11.00,64.00
Mark Andrews,2019,13.30,8.70,54.10
Mark Andrews,2020,12.10,8.00,56.80
Mark Andrews,2021,12.70,8.90,62.10
Mark Andrews,2022,11.60,7.50,56.60
Mark Andrews,2023,12.10,8.90,62.30
Mark Andrews,2024,12.20,9.80,68.10
