Player,Season,PD,Comb,Solo,Ast
Azeez Al-Shaair,2019,0.00,18.00,11.00,7.00
Azeez Al-Shaair,2020,2.00,35.00,22.00,13.00
Azeez Al-Shaair,2021,5.00,102.00,58.00,44.00
Azeez Al-Shaair,2022,0.00,44.00,20.00,24.00
Azeez Al-Shaair,2023,4.00,163.00,84.00,79.00
Azeez Al-Shaair,2024,4.00,70.00,45.00,25.00
