Player,Season,PD,Comb,Solo,Ast
Rashaan Evans,2018,1.00,53.00,33.00,20.00
Rashaan Evans,2019,0.00,111.00,69.00,42.00
Rashaan Evans,2020,5.00,96.00,59.00,37.00
Rashaan Evans,2021,2.00,57.00,35.00,22.00
Rashaan Evans,2022,4.00,159.00,86.00,73.00
Rashaan Evans,2023,0.00,9.00,4.00,5.00
Rashaan Evans,2024,0.00,0.00,0.00,0.00
