Player,Season,PD,Comb,Solo,Ast
De'Vondre Campbell,2016,7.00,48.00,35.00,13.00
De'Vondre Campbell,2017,4.00,92.00,61.00,31.00
De'Vondre Campbell,2018,0.00,94.00,63.00,31.00
De'Vondre Campbell,2019,5.00,129.00,75.00,54.00
De'Vondre Campbell,2020,3.00,99.00,69.00,30.00
De'Vondre Campbell,2021,5.00,146.00,102.00,44.00
De'Vondre Campbell,2022,3.00,96.00,56.00,40.00
De'Vondre Campbell,2023,1.00,75.00,46.00,29.00
De'Vondre Campbell,2024,2.00,79.00,44.00,35.00
