Player,Season,PD,Comb,Solo,Ast
Quinnen Williams,2019,1.00,28.00,15.00,13.00
Quinnen Williams,2020,3.00,55.00,32.00,23.00
Quinnen Williams,2021,3.00,53.00,36.00,17.00
Quinnen Williams,2022,4.00,55.00,35.00,20.00
Quinnen Williams,2023,3.00,62.00,39.00,23.00
Quinnen Williams,2024,0.00,37.00,25.00,12.00
