Player,Season,Y/R,Y/Tgt,Succ%
Jordan Matthews,2014,13.00,8.50,52.40
Jordan Matthews,2015,11.70,7.90,53.20
Jordan Matthews,2016,11.00,6.90,48.70
Jordan Matthews,2017,11.30,7.80,55.60
Jordan Matthews,2018,15.00,10.70,57.10
Jordan Matthews,2019,8.30,2.80,25.00
Jordan Matthews,2020,,,
Jordan Matthews,2021,,,
Jordan Matthews,2023,,,
Jordan Matthews,2024,,0.00,0.00
